ID	GSM4285758	GSM4285759	GSM4285760	GSM4285761	GSM4285762	GSM4285763	GSM4285764	GSM4285770	GSM4285771	GSM4285772
1110054M08Rik	7.156032858	1.148271474	11.90893444	3.021326616	3.53344392	3.677716047	8.873259623	6.34481098	8.753580247	9.899448915
1110057K04Rik	27.84305403	22.53183682	27.81668668	18.93463329	22.1475674	18.01845935	17.20290653	43.04402012	35.559357	21.24766965
1110057P08Rik	0	0	0	0	0	0	0	0	0	0
1110058L19Rik	28.19986907	50.93399121	54.20610832	40.64815664	38.36153674	43.62631851	53.91221487	26.19208113	40.90817197	27.87521294
1110059E24Rik	7.863990841	9.883777093	15.11713759	13.22792278	13.65759274	12.54981891	9.605869753	27.6037606	31.96204215	32.34432492
1110059G10Rik	26.90412589	23.06102284	16.95974658	20.88910874	22.37631403	24.62135595	24.16583675	21.80596258	24.42730197	13.9686563
1110065P20Rik	1.440407139	17.27779247	3.605809496	16.40005591	8.922609883	4.267234889	4.163200845	14.25576335	17.99500334	2.686477062
1190002N15Rik	3.028149872	8.366639275	3.087574942	3.453674029	6.912896767	9.062692259	10.12976297	8.836492802	11.73935439	5.501374603
1190005I06Rik	0.90328276	0	0	2.22484705	0	0	0	0	4.632454904	0
1190007I07Rik	4.692028467	13.14990632	15.43009837	6.938840977	5.58008943	13.81045705	26.60716256	27.37034606	34.9850374	17.18983933
1200007C13Rik	0.846427643	1.219755459	1.90759359	1.834390242	0	0	0	0	0	0
1200014J11Rik	4.744766743	7.926592453	4.953974693	3.593828176	9.850831279	9.821848711	8.971144514	11.94692515	14.29115668	9.437875024
1300002E11Rik	3.119818268	2.145165237	0.756499097	1.912820894	0.896208794	1.032729021	0.498260921	2.338175615	2.247048494	5.466141578
1300017J02Rik	0	0	0	0	0.318968275	0	0	0	0	0
1500002C15Rik	0	0	0	0	0	0	0	0	0	5.575342991
1500009C09Rik	0	0	0	0	0	0	0	0	0	0
1500009L16Rik	0	1.020404033	0	0	0	0	0	0	1.162131432	0
1500011K16Rik	69.41174451	46.05078876	80.88081733	90.96773664	59.58741374	67.43165394	51.16786254	76.17177272	70.97439652	65.80999082
1500012F01Rik	79.93548376	46.62507716	42.55692895	41.92547415	60.36647539	70.4779773	70.12622706	91.08159927	112.9427581	127.6179379
1500012K07Rik	0	0	0	0	0	0	0	0	0	0
1500015O10Rik	0	0	0	0	0	0	8.990160654	0	0	0
1500017E21Rik	0	0	0	0	0	0	0	0	0	0
1500026H17Rik	0	0	1.018080611	0	0	0	0	0	0	0
1500035N22Rik	0	0	0	0	0	0	0	0	0	0
1520401A03Rik	0	0	0	0	0	0	0	0	0	0
1600002D24Rik	0	0	0	0	0	0	0	0	0	0
1600002H07Rik	0	2.795920282	4.190109274	0.385411107	0.843112293	1.620667148	1.576331727	2.079731772	2.594020269	2.837804704
1600002K03Rik	26.38630625	28.96316503	30.08263333	25.25351089	23.72006724	46.68776068	48.58496435	18.16652907	33.05100889	25.16658672
1600012H06Rik	17.56181514	21.69318982	18.45006665	21.08295112	32.09826614	32.65459405	19.29378409	35.18737911	24.9336672	18.69460789
1600012P17Rik	0	0	0	0	0	0	0	0	0	0
1600014C10Rik	112.2137758	127.2012723	134.5608176	147.7747042	147.4042601	147.5867214	130.6969317	119.6629569	57.10069555	31.73874637
1600014K23Rik	0	0	0	0	0	0	0	0	0	0
1600015I10Rik	0	0	0	0	0	0	0	0	0	0
1600020E01Rik	12.77670869	18.71217373	8.44439159	16.69277332	13.06725914	13.82459406	6.969399695	9.039616725	26.10836404	32.91137794
1600025M17Rik	0	0	0	0	0	0	0	0	0	0
1600029I14Rik	0	0	0	0	0	0	0	0	0.997909877	0
1600029O15Rik	17.49447146	7.359292806	12.04881047	8.261933919	13.02151058	12.64160686	5.174753562	4.724825532	5.188693296	6.630300538
1700001C02Rik	0	0	0	0	0	0	0	0	0	0
1700001C19Rik	0	0	0	0	0	0	0.640419391	0	0	0
1700001F09Rik	0	2.960113089	2.62295188	0	0	0	0	0	0	0
1700001G01Rik	0	0	0	0	0	0	0.530651988	0	0	0
1700001G11Rik	0	2.585750868	2.581021201	0	0	0	3.779262764	3.079047704	2.611474046	3.714305206
1700001J04Rik	0	0	0	0	0	0	0	0	0	0
1700001J11Rik	0	0	0	0	0	0	0	0	0	0
1700001K19Rik	0	0	0	0	0	0	0	0	0	0
1700001L05Rik	1.242326433	0.981366846	0.590637355	0.850725528	0	0.985727219	0.892557386	0	3.988059306	0
1700001L19Rik	0	0	0	0	0	0	0	0	0	0
1700001O22Rik	0	0	0	0.701116219	0	1.30393763	0.967965604	0	0	0
1700001P01Rik	0	0	0	2.0805121	0	0	0	0	3.61100518	0
1700003D09Rik	0	0	0	0	0	0	0	0	0	0
1700003E16Rik	0	0	0	0	0	0	0	0	0	0
1700003E24Rik	0	0	0	0	0	0	0	0	0	0
1700003F12Rik	0	0	3.010232336	0	0	0	0	0.639779262	0	0
1700003G13Rik	0	0	0	0	0	0	0	0	0	0
1700003G18Rik	0	0	0	0	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0	0	0
1700003M02Rik	0	0	0	0	0	0	0	0	0	0
1700003M07Rik	0	0	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0	0	0
1700006E09Rik	0	0	0	0	0	0	0	0	0	0
1700006J14Rik	0.523928737	1.461487826	1.586140704	0.432563608	0.406291264	0	0.413292002	0	1.285506567	0
1700007B14Rik	0	0	0	0	0	0	0	0	0	0
1700007G11Rik	0	0	0	0	0	0	0	0	0	0
1700007J10Rik	0	0	0	0	0	0.276011651	0	0	0	0
1700007K09Rik	0	0	0	0	0	0	0	0	0	0
1700007K13Rik	0	0	0	0	0	0	0	0	0	0
1700007L15Rik	6.70822577	9.887140186	6.88273852	3.320816507	8.104502627	11.09525128	4.459975983	9.153348998	5.346435914	0
1700007M16Rik	0	0	0	0	0	0	0	0	0	0
1700007P06Rik	0	0	0	0	0	0	0	0	0	0
1700008F21Rik	0	0	0	0	0	0	0.645513759	0	3.435728709	1.499566649
1700008I05Rik	0	0	0	1.008262721	0	0	0	0	0	0
1700008O03Rik	0	0	0	0	0	0	0	0	0	0.394190994
1700008P02Rik	0	0	0	0	0	0	0	0	0	0
1700009N14Rik	0	0	0	1.732341942	0	0	0	0	0	0
1700009P17Rik	2.313990881	2.737458189	2.041546609	1.334168907	5.192669121	0	6.038941488	9.049144392	10.41060743	14.18907912
1700010B08Rik	0	0	0	0	0	0	0	0	0	0
1700010D01Rik	0	0	0	0	0	0	0	0	0	0
1700010H22Rik	0	0	0	0	0	0	0	0	0	0
1700010I14Rik	0	0	1.752553014	2.355314195	1.186873042	1.435199639	3.850570195	1.55634661	2.574142006	0
1700010K24Rik	0	0	0	0	0	0	0	0	7.320689927	0
1700010L04Rik	0	0	0	0	0	0	0	0	0	0
1700011A15Rik	0	0	0	0	0	0	0	0	0	0
1700011E24Rik	0	0	0	0	0	0	0	0	0	0
1700011H14Rik	0	0	0	0	0	0	0	0	0	0
1700011I03Rik	0	4.404489191	0	0	0	0	0	2.219463605	1.751838114	4.023737423
1700011L22Rik	0	0	0	0	0	0	0	0	0	0
1700011M02Rik	0	0	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0	0	0
1700012B07Rik	0	0	0	0	0	1.405829576	0.797140474	0	0	0
1700012B09Rik	0	0	2.493875861	1.523743601	0	0	0	0	0	0
1700012C08Rik	0	0	0	0	0	0	0	0	0	0
1700012C14Rik	0	0	0	0	0	0	0	0	0	0
1700012L04Rik	0	0	0	0	0	0	0	0	0	0
1700012P22Rik	0	0	0	0	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0	6.622066072	0
1700013F07Rik	0	0	0	0	0	0	0	0	0	0
1700013G24Rik	0	0	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0	0	0	0	0
1700013N06Rik	0	0	0	0	0	0	0	0	0	0
1700014D04Rik	0	0	0	0	0	0.431076223	0	0	0	0
1700015E13Rik	0	0	0	0	0	0	0	0	0	0
1700015F17Rik	0	0	0	0	0	0	0	0	0	0
1700015O11Rik	0	0	0	0	0	0	0	0	0	0
1700016C15Rik	0	0	0	0	0	0	0	0	0	0
1700016D06Rik	0	0	0	0	0	0	0	0	0	0
1700016G14Rik	0	0	0	0	0	0	0	0	0	0
1700016H13Rik	0	0	0	0	0	0	0	0	0	0
1700016K19Rik	0	0	0	0	0	0	0	0	0	0
1700016P03Rik	6.958904459	0	0	0	0	0	0	0	3.899476407	0
1700017B05Rik	17.75057907	23.01902395	16.31594112	21.12473645	19.69352463	26.6150628	20.05802403	14.94883044	5.904871397	4.617336133
1700017D01Rik	0	0	0.973325124	0	0	0	0	0	0	0
1700017G19Rik	0	0	0	0	0	0	0	0	0	0
1700017J07Rik	0	0	0	0	0	0	0	0	0	0
1700017N19Rik	0	0	0	0	0	0	0	0	0	0
1700018A04Rik	0	0	0	0	0	0	0	0	0	0
1700018B08Rik	0	0	0	0	0	0	0	0	0	0
1700018B24Rik	0	0	0	0	0	0	0	0	0	0
1700018C11Rik	0	0	0	0	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0	0	0	0	0
1700018M17Rik	0	3.762363007	0	0	0	0	0	0	0	0
1700019A02Rik	0	0	0	0	0	0	0	0	0	0
1700019B03Rik	0	0	0	0	0	0	0	0	0	0
1700019B21Rik	0	0	0	0	0	0	0	0	0	0
1700019D03Rik	0	0	0	0	0	0	0	0.212188497	0	0.929366332
1700019E08Rik	0	0	0	0	0	0	0	0	0	0
1700019G17Rik	0	0	0	0	0	0	0	0.433588657	0.708240496	0
1700019G24Rik	0	0	0	0	0	0	0	0	0	0
1700019L03Rik	0	0	0	0	0	0	0	0	0	0
1700019M22Rik	0	0	0	0	0	0	0	0	0	0
1700019N19Rik	0	0	0	0	0	0	0	0	0	0
1700019O17Rik	0	0	0	0	0	0	0	0	0	0
1700020A23Rik	0	0	0	0	0	0	0	0	0	0
1700020I14Rik	19.1802093	16.04204239	18.47282172	18.7580143	19.83004392	19.68135339	15.22248273	21.80819609	20.6603053	23.78426348
1700020L24Rik	14.41723129	7.722558146	19.98053194	10.63971901	18.94869719	5.703710846	4.889294905	5.947387021	12.78072984	0
1700020N01Rik	0	0	0	0	0	0	0	0	0	0
1700020N15Rik	0	0	0	0	0	0	0	0	0	0
1700021A07Rik	0	0	0	0	0	0	0	0	0	0
1700021F05Rik	27.82312441	22.49228852	19.32057642	30.79897006	16.16496781	20.79973226	27.96067283	20.21256929	18.12880174	18.44044297
1700021F07Rik	0	0	0	0	0	0	0	0	0	0
1700021J08Rik	0	0	0	0	0	0	0	0	0	0
1700021K19Rik	0.977616481	6.287730188	2.653587346	2.078899932	4.561168804	2.020594051	2.376693672	5.62914468	2.470707952	6.832578351
1700021L23Rik	0	0	0	0	0	0	0	0	0	0
1700021N21Rik	0	0	0	0	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0	0	0	0	0
1700022I11Rik	0	0	0	0	0	0.827317762	0	0	0	0
1700022N22Rik	0	4.563171032	0	0	11.17733816	0	8.083173897	9.065538822	3.115252354	7.866646285
1700023C21Rik	0	0	0	0	0	0	0	0	0	0
1700023E05Rik	0	0	1.012774526	1.585922047	0	0	0	0	0	0
1700023F06Rik	0	0	0	0	0	0	0	0	0	0
1700023H06Rik	4.327254699	2.210038858	12.19913369	7.2924357	2.869344689	1.134947081	6.08460022	7.882006764	2.577522944	0
1700023L04Rik	0	0	10.92064944	5.860007837	0	0	0	0	0	0
1700024B05Rik	0	0	0	0	0	0	0	0	0	0
1700024G13Rik	0	7.248901781	0	4.798353064	0	0	0	0	0	0
1700024J04Rik	0	0	0	0	0	0	0	0	0	0
1700024P04Rik	0	0	0	0	0	0	0	0	0	0
1700024P16Rik	0	0	0	0	0	0	0	0	0	0
1700025C18Rik	0	0	0	0	0	0	0	0	0	0
1700025D23Rik	0	0	0	0	0	0	0	0	0	0
1700025F22Rik	0	0	0	0	0	0	0	0	0	0
1700025G04Rik	1.663046174	2.169577565	2.722210959	2.87038198	2.451974671	2.005083277	1.698624253	8.694586903	21.10908278	21.52811577
1700025N21Rik	0	0	0	0	0	0	0	0	0	0
1700025O08Rik	0	0	0	0	0	0	0	0	0	0
1700026D08Rik	0	0	0	0	0	0	0	0	0	0
1700026D11Rik	0	0	0	0	0	0	0	0	0	0
1700026J12Rik	0	0	0	0	0	0	0	0	0	0
1700026J14Rik	0	0	0	0	0	0	0	0	0	0
1700026L06Rik	6.036986632	14.63371615	7.666636341	10.06147799	7.286089348	9.941451139	12.92599749	11.59935382	32.64023201	31.12459905
1700027A07Rik	0	0	0	0	0	0	0	0	0	0
1700028E10Rik	0	1.841111571	1.310398245	0	1.282660401	7.108435721	0	1.354088856	0	0
1700028I16Rik	0	0	0	0	0	0	2.862719953	0	0	0
1700028J19Rik	3.05022196	2.59862511	0	0	6.981840391	0	3.134549795	0.466550757	0	0
1700028K03Rik	0	0	0	0	0	0	0	0	0	0
1700028N14Rik	2.781372411	3.997259105	2.754805031	0	0	6.260606887	0	0	1.82330926	4.233286646
1700028P14Rik	0	0	0	0	0	0	0	0	0	0
1700028P15Rik	0	0	0	0	0	0	0	0	0	0
1700029F12Rik	0	0	0	0	0	0	0	0	0	0
1700029H14Rik	0	0	0	0	0	0	0	0	0	0
1700029I15Rik	0.73663204	0	0	0	0.906994865	0	0	0	0	0
1700029J07Rik	0	0	0	0.769215157	0	0	0	0	0	0
1700029M20Rik	0	0	0	0	0	0	0	0	0	0
1700029P11Rik	0	0	0	0	0	0	0	0	0	0
1700030A11Rik	0	0	0	0	0	0	0	0	0	0
1700030C10Rik	0	0	0	0	0	0	0	0.524886219	0	0
1700030C12Rik	0	0	0	0	0	0	0	0	0	0
1700030C14Rik	0	3.111554792	0	0	0	0	0	0	0	0
1700030J22Rik	2.621618387	1.914753587	0.932606865	0	0	3.083771429	0	0.469654061	1.167515138	0.966347328
1700030K09Rik	2.856210053	2.874752785	5.14570691	0	2.258211214	2.93527914	4.484212196	3.339450928	3.554210237	0
1700031A10Rik	0	0	0	0	0	0	3.240093804	0	0	0
1700031F05Rik	0	0	0	0	0	0	0	0	0	0
1700031F10Rik	0	0	0	0	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0	0	0	0	0
1700034H15Rik	0	0	0.362837448	0	0.346539065	0	0	0.21150839	0	0
1700034I23Rik	0	0	0	0	0	0	0	0	0	0
1700034J05Rik	0	0	0	0	0	0	0	0	0	0
1700034O15Rik	0	0	0	0	0	0	0	0	0	0
1700034P13Rik	0	0	0	0	0	0	0	0	0	0
1700036A12Rik	0	0	0	0	0	0	0	0	0	0
1700036O09Rik	0	0	0	0	0	0	0	0	0	0
1700037C06Rik	0	0	0	0	0	0	0	0	0	0
1700037C18Rik	2.273039458	3.45993975	1.389161975	4.713272978	1.074313382	1.305320757	0.65096427	4.50470669	2.671938867	4.32961756
1700037F24Rik	0	0	0	0	0	0	0	0	0	0
1700037H04Rik	19.94268898	10.47903656	11.32322675	4.077734645	11.16029264	6.496595135	12.19997366	9.165760304	11.72896543	9.76689394
1700039E15Rik	0	0	0.393569768	1.462851334	0	0	0	0	0	0
1700039E22Rik	0	0	0	0	0	0	0	0	0	0
1700039M10Rik	0	0	0	0	0	0	0	0	4.239245863	7.100921637
1700040D17Rik	0	0	0	0	0	0	0	0	4.353033098	0
1700040L02Rik	0	0	0	0	0	0	0	0.473013681	0	0
1700041G16Rik	0	0	2.575795128	0	3.704134961	0	0	1.404628542	0.723800111	0
1700041M05Rik	0	0	0	0	0	0	0	0	0	0
1700042B14Rik	0	0	2.849761482	0	0	0	0	0	0	0
1700042G07Rik	0	0	0	0	0	0	0	0	0	0
1700042G15Rik	0	0	0	0	0	0	0	0	0	0
1700042O10Rik	0	0	0	0	0	0	0	0	0	0
1700045H11Rik	0	0	0	0	0	0	0	0	0	0
1700046C09Rik	0	0	0	0	0	0	0	0	0	0
1700047A11Rik	0	2.236117135	0	0	0	0	0	0	0	0
1700047F07Rik	0	0	0	0	0	0	0	0	0	0
1700047I17Rik2	5.342926097	6.925801811	1.583891124	3.490045219	1.748347332	1.24364981	6.556704723	9.643719194	2.933689497	9.260718883
1700047K16Rik	0	0	0	0	0	0	0	0	0	0
1700048O20Rik	0	0	0	0	0	0	0	1.841445924	0	3.313089522
1700049E15Rik	0	0	0	0	0	0	0	0	0	0
1700049E17Rik1	0	0	0	0	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0	0	0	0	0
1700049G17Rik	1.218327757	0	0.114785447	1.539521413	0.208667638	0.485721007	2.416865298	1.243830321	2.126087784	0
1700049J03Rik	0	0	0	0	0	0	0	0	0	0
1700049L16Rik	0	0	0	0	0	0	2.545933838	0	0	0
1700051A21Rik	0	0	1.502571468	0	0	0	0	0	0	0
1700052N19Rik	2.496747613	1.587334732	4.773938708	1.583390162	3.572501187	2.929783179	1.644347842	4.273288033	1.924688321	3.476368187
1700054M17Rik	0	0	0	0	0	0	0	0	0	0
1700055D18Rik	0	0.39117789	0.240283385	0.750220948	0	1.007079264	0.846387991	1.343491267	0.624106296	0
1700055N04Rik	0.419645015	0	0	0	0	0	0	0	0	0
1700056E22Rik	0	0	0	0	0	0	0	0.669928631	15.11515619	7.646839691
1700056N10Rik	6.737619124	8.038716575	1.120836295	0	0	2.331320173	9.450122032	6.146763789	0	5.614707454
1700057G04Rik	0	0	0	0	0	0	0	0	0	0
1700057H15Rik	0	0	0	0	0	0	0	0	0	0
1700057H21Rik	0	0	0	0	0	0	0	0	0	0
1700058P15Rik	0	0	0	0	0	0	0	0	0	0
1700060C16Rik	0	0	0	0	0	0	0	0	0	0
1700060C20Rik	0	0	0	0	0	0	0	0	0	0
1700060J05Rik	0	0	0	0	0	0	0	0	0	0
1700061E18Rik	0	0	0	0	0	0	0	0	0	0
1700061F12Rik	0	0	0	0	0	0	0	0	0	0
1700061G19Rik	0.820607993	0	2.55510763	0	0	0.657038502	0	4.55630192	0	0.981965435
1700061H18Rik	0	0	0	0	0	0	0	0	0	0
1700061I17Rik	0	0	0	0	0	0	0	0	0	0
1700061J23Rik	0	0	4.461741284	0	0	0	0	0	0	0
1700063H04Rik	0	0	0	0	0	0	0	0	0	0
1700064H15Rik	7.526260476	0	5.586991195	0	0	0	0	0	0	0
1700065D16Rik	0	0	0	0	0	0	0	0	0	0
1700066B19Rik	0	0.69806506	0.477637773	0	0	0	0	0.296912513	0	0
1700066J03Rik	0	0	0	0	0	0	0	0	0	0
1700066M21Rik	3.746766471	7.333615608	5.231050853	4.056454711	5.847913259	6.316689958	3.01346279	6.879539096	1.251995498	6.053454975
1700066O22Rik	0	0	0	0	0	0	0	0	0	0
1700067K01Rik	0.462492657	0	0	0	0	0.788075534	0	0	0	0
1700067P10Rik	0	0	0	0	0	0	0	0	0	0
1700069B07Rik	0	0	0	0	0	0	0	0	0	0
1700069L16Rik	0.715908923	0	0	0	0	0	0	0	0	0
1700071G01Rik	0	0	0	0	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0	0	0
1700071M16Rik	0	0	0	0	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0	0	0	0	0
1700074P13Rik	0	0	0	0	0	0	0	0	0	0
1700080E11Rik	0	0	0	0	0	0	0	0	0	0
1700080G11Rik	0	0	0	0	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0	0	0	0	0
1700082M22Rik	0	0	0	0	0	0	0	0	0	0
1700084C01Rik	0	0	0	0	0	0	0	0	0	0
1700084C06Rik	0	0	0	0	0	0	0	0	0	0
1700084E18Rik	3.522393518	0	0	0	0	2.486124714	2.214822596	0	0	0
1700084J12Rik	0	0	0.764804372	0	0	0	0	0	0	0
1700084M14Rik	0	0	0	0	0	0	0	0	0	0
1700086D15Rik	0	0	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	0	0	0	0	0	0	0	0
1700086O06Rik	0	0	0.642340953	1.138848393	0	0	0	0.803898773	0	0
1700086P04Rik	1.602984516	0	0	0	0	0	0	0	0.998267731	0
1700087M22Rik	0	0	0	0	0	0	0	0	0	0
1700088E04Rik	0	0	0	0	0	0	0	0	0	0
1700091H14Rik	0	0	0	0	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	0	0	0	3.243534125	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	0
1700092C17Rik	0	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0	0	0
1700092M07Rik	0	0	0	0	0	0	0	0	0	0
1700093J21Rik	0	0	0	0	0	0	0	0	0	0
1700093K21Rik	0	0	0	0	5.163201232	1.272217657	0.911795868	1.576188869	0.690793621	0
1700095A21Rik	0	0	0	0	0	0	0	0	0	0
1700095J03Rik	0	0	0	0	0	0	0	0	0	0
1700095J07Rik	0	0	0	0	0	0	0	0	0	0
1700095J12Rik	0	0	0	0	0	0	0	0	0	0
1700099I09Rik	0	0	0	3.729512023	0	0	2.929332099	0	0	0
1700101E01Rik	0	0	0	0	0	0	0	0	0	0
1700101I11Rik	0	0	0	0	0	0	0	0	0	0
1700101I19Rik	0	0	0	0	0	0	0	0	0	0
1700102P08Rik	0	5.27832131	1.622696936	0	0	0	2.851225063	0	4.462233201	0
1700104B16Rik	0	0	0	0	0	0	0	0	0	0
1700106J16Rik	0	0	0	0	0	0	0	0	0	0
1700108N11Rik	0	0	0	0	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0	0	0
1700109H08Rik	11.65751793	4.122927071	4.6731761	0	3.711343167	1.902872701	9.380822443	0	5.355114879	7.030018522
1700109K24Rik	0	0	0	0	0	0	0	0	0	0
1700110I01Rik	0	0	0	0	0	0	0	0	0	0
1700110K17Rik	0	0	0	0	0	0	0	0	2.901578268	0
1700111E14Rik	0	0	0	0	0	0	0	0	0	0
1700112D23Rik	0	0	0	0	0	0	0	0	0	0
1700112E06Rik	9.938890406	12.37530852	11.12705446	9.610581446	15.34737559	12.10173794	10.50835512	6.03909686	0.938223037	3.012080787
1700112J05Rik	0	0	0	0	0	0	0	0	0	0
1700112J16Rik	0	0	0	0	1.635206427	1.348140909	0	1.213284043	0	0
1700112K13Rik	0	0	0	0	0	0	0	0	0	0
